,original text,fwd_translated,rev_translated
9191," I want to find and follow the authentic Hayden Panettiere, but her whereabouts are unknown to me.","Quiero encontrar y seguir al auténtico Hayden Panettiere, pero su paradero es desconocido para mí.","I want to find and follow the real Hayden Panettiere, but his whereabouts are unknown to me."
9192," We have visited five additional stores, bringing the total to ten, but have still not found a bike. Just to clarify, it's not me who's being picky. ;)","Hemos visitado cinco tiendas adicionales, llevando el total a diez, pero todavía no hemos encontrado una bicicleta. Sólo para aclarar, no soy yo el que está siendo exigente. ;)","We have visited five additional stores, bringing the total to ten, but we have not yet found a bicycle. Just to clarify, it is not I who is being demanding. ;)"
9193," @designsbyreese and I made it more suitable for the public. Fortunately, no additional information is available, such as appearance, texture, or buoyancy.","@designsbyreese y yo lo hicimos más adecuado para el público. Afortunadamente, no hay información adicional disponible, como apariencia, textura o flotabilidad.","@designsbyreese and I made it more suitable for the public. Fortunately, there is no additional information available, such as appearance, texture or buoyancy."
9194," Wow, that's cool! The Ramones' children were watched over by my dad's cousin while your uncle was possibly enjoying a wild night out.",Los hijos de los Ramones fueron vigilados por el primo de mi padre mientras tu tío posiblemente estaba disfrutando de una noche salvaje.,The sons of the Ramones were watched by my father's cousin while your uncle was possibly enjoying a wild night.
9195," Starting tomorrow, I'll be doing a 3-day apple fast. Currently experiencing a severe headache which will likely worsen. I have to wake up at 4am tomorrow and it's not going to be easy.","A partir de mañana, voy a hacer un ayuno de 3 días de manzana. Actualmente experimentar un dolor de cabeza grave que probablemente empeorará. Tengo que despertar a las 4 de la mañana y no va a ser fácil.","Starting tomorrow, I'm going to do a 3-day apple fast. I currently experience a severe headache that will probably get worse. I have to wake up at 4 in the morning and it's not going to be easy."
9196," Exploring the 86th Street Fair in my neighborhood, enjoying the summer festivities Bensonhurst-style.","Explorando la Feria de la Calle 86 en mi barrio, disfrutando de las fiestas de verano al estilo Bensonhurst.","Exploring the 86th Street Fair in my neighborhood, enjoying the Bensonhurst-style summer parties."
9197," The unfortunate man was unable to remove the drums while being observed by a fobwatch, referencing the TV shows ""Utopia"" and ""Doctor Who"".","El desafortunado hombre fue incapaz de quitar los tambores mientras era observado por un reloj fob, haciendo referencia a los programas de televisión ""Utopía"" y ""Doctor Who"".","The unfortunate man was unable to remove the drums while being watched by a fob clock, referring to the television shows ""Utopia"" and ""Doctor Who""."
9198, @missjames confirmed that they attended a concert and returned with their pant cuffs drenched in beer.,@missjames confirmó que asistieron a un concierto y regresaron con sus puños de pantalón empapados en cerveza.,@missjames confirmed that they attended a concert and returned with their pants fists soaked in beer.
9199, @wendywings said to go for it and enjoy some champagne because it's always a great moment for it. Cheers!,@wendywings dijo que fuera a por él y disfrutara un poco de champagne porque siempre es un gran momento para ello. ¡Salud!,@wendywings said go get him and enjoy some champagne because it's always a great time for it. Cheers!
9200, McFly is missed and it is hoped that they will perform a gig soon.,McFly se pierde y se espera que se presentará un concierto pronto.,McFly gets lost and is expected to perform a concert soon.
9201," @thatkkbitch had a fun but silly experience, although their mom didn't enjoy it and wouldn't do it again.","@thatkkbitch tuvo una experiencia divertida pero tonta, aunque su madre no lo disfrutó y no lo volvió a hacer.","@thatkkbitch had a fun but silly experience, although his mother did not enjoy it and did not do it again."
9202," ""How much longer until the end of the NKOTB Block Party? I love it, but I need to know what time it's over so I can go to bed. Thanks! LOL""","""¿Cuánto tiempo más hasta el final de la NKOTB Block Party? Me encanta, pero necesito saber a qué hora se acabó para poder ir a la cama. ¡Gracias!","""How much longer until the end of the NKOTB Block Party? I love it, but I need to know what time it's over so I can go to bed. Thank you!"
9203," I can't do it now because I am a minor and I am incarcerated. But just wait, when I am out, I will be causing a scene!","No puedo hacerlo ahora porque soy menor de edad y estoy encarcelado. ¡Pero espera, cuando esté fuera, estaré causando una escena!","I can't do it now because I'm underage and I'm in jail. But wait, when I'm out, I'll be causing a scene!"
9204," Assist, I am being brought to Dairy Queen by colleagues.","Ayuda, estoy siendo llevado a Dairy Queen por colegas.","Help, I'm being taken to Dairy Queen by colleagues."
9205," @KRAPPS I took the least expensive bottle I owned, which turned out to be a mistake. I was already too late.","@KRAPPS Tomé la botella menos cara que tenía, que resultó ser un error. Ya era demasiado tarde.","@KRAPPS I took the least expensive bottle I had, which turned out to be a mistake. It was already too late."
9206," Only one hour of studying left today, feeling exhausted and achy from it.","Sólo una hora de estudio se fue hoy, sintiéndose exhausto y angustiado por ello.","Only an hour of study left today, feeling exhausted and distressed about it."
9207," I was awakened from my nap in the most amazing way possible, all the way from a distance of 2844 miles.","Me desperté de mi siesta de la manera más increíble posible, todo el camino desde una distancia de 2844 millas.","I woke up from my nap in the most incredible way possible, all the way from a distance of 2844 miles."
9208," @LeEyecandy, the pair of shoes was great but unfortunately not available in my size.","@LeEyecandy, el par de zapatos era genial, pero desafortunadamente no estaba disponible en mi tamaño.","@LeEyecandy, the pair of shoes was great, but unfortunately it was not available in my size."
9209," @alannahJc, I am aware that it is available, but unfortunately I am unable to play it since my CD ROM is not functional. Can you tell me if it's worth playing?","@alannahJc, soy consciente de que está disponible, pero desafortunadamente no puedo reproducirlo ya que mi CD ROM no es funcional. ¿Puedes decirme si vale la pena reproducirlo?","@alannahJc, I am aware that it is available, but unfortunately I cannot play it because my CD ROM is not functional. Can you tell me if it is worth playing?"
9210," The show that happened last night was not held in Dallas, but in Arlington where my friend Dave resides.","El espectáculo que ocurrió anoche no se llevó a cabo en Dallas, sino en Arlington, donde reside mi amigo Dave.","The show that happened last night was not held in Dallas, but in Arlington, where my friend Dave resides."
9211," SarahVargas is considered very lazy and impressive in her laziness, as expressed by the tweet author who is hesitant to match that level of laziness.","SarahVargas es considerada muy perezosa e impresionante en su pereza, como lo expresó el autor del tuit que duda en igualar ese nivel de pereza.","SarahVargas is considered very lazy and impressive in her laziness, as expressed by the author of the tweet who hesitates to match that level of laziness."
9212," Hey there! It's been a while since I've seen you on this platform, how are you doing?","Ha pasado un tiempo desde que te vi en esta plataforma, ¿cómo estás?","It's been a while since I saw you on this platform, how are you?"
9213, @ComedyQueen attempted it. Has been awake since four in the morning. Unable to achieve sleep.,@ComedyQueen lo intentó. Ha estado despierto desde las cuatro de la mañana. Incapaz de lograr dormir.,@ComedyQueen tried. He's been awake since 4:00 in the morning. Unable to get to sleep.
9214," If you don't love others, you can't expect them to love you back. Similarly, if you don't respect others, you won't be respected. The solution is simple: give respect.","Si no amas a los demás, no puedes esperar que ellos te amen. Del mismo modo, si no respetas a los demás, no serás respetado. La solución es simple: da respeto.","If you do not love others, you cannot expect them to love you. Likewise, if you do not respect others, you will not be respected. The solution is simple: it gives respect."
9215," Since I marked Father's Day yesterday, today I have no plans. The only issue is my gift isn't ready yet and won't work on my stereo.","Desde que marqué el Día del Padre ayer, hoy no tengo planes. El único problema es que mi regalo aún no está listo y no funcionará en mi estéreo.","Since I marked Father’s Day yesterday, I have no plans today. The only problem is that my gift is not yet ready and will not work in my stereo."
9216," ""I have an English assignment to do but I can't locate it,"" said @MakerOfShadows.","""Tengo una tarea en inglés que hacer, pero no puedo localizarla"", dijo @MakerOfShadows.","""I have a task in English to do, but I can't locate it,"" said @MakerOfShadows."
9217," @sandysommer, thank you! Even though it's early by a week, I'll start celebrating now!","@sandysommer, ¡gracias! A pesar de que es temprano por una semana, ¡empezo a celebrarlo ahora!","@sandysommer, thank you! Even though it is early for a week, I begin to celebrate now!"
9218, Can you resume a large download on MegaUpload after a few hours using Firefox? Currently downloading a big file.,¿Puede reanudar una gran descarga en MegaUpload después de unas horas utilizando Firefox? Actualmente descargando un archivo grande.,Can you resume a big download on MegaUpload after a few hours using Firefox? Currently downloading a large file.
9219, My artificial plants didn't survive because I didn't act like I watered them.,Mis plantas artificiales no sobrevivieron porque no actué como si las hubiera regado.,My artificial plants didn't survive because I didn't act like I watered them.
9220, I am not able to do that as the tweet contains inappropriate language and subject matter.,No puedo hacer eso ya que el tweet contiene lenguaje y materia inapropiados.,I can't do that since tweet contains inappropriate language and matter.
9221," @joek949, there is no wine, but there is Nutella. However, I am currently not in the mood for Nutella. I am too sleepy to eat anything, haha.","@joek949, no hay vino, pero hay Nutella. Sin embargo, actualmente no estoy de humor para Nutella. Tengo demasiado sueño para comer nada, jaja.","@joek949, there is no wine, but there is Nutella. However, currently I am not in the mood for Nutella. I am too sleepy to eat anything, haha."
9222, I have not had a pleasant experience tweeting from the conference due to my non-US setup being complicated. I will attempt new strategies today at the STC09 event.,No he tenido una experiencia agradable tuiteando desde la conferencia debido a que mi configuración no-EE.UU. es complicada. Voy a intentar nuevas estrategias hoy en el evento STC09.,I haven’t had a pleasant experience tweeting since the conference because my non-US configuration is complicated. I’m going to try new strategies today at the STC09 event.
9223, Thanks for asking. I am currently putting ice on it. I am having difficulty typing with my left hand.,Gracias por preguntar. Actualmente estoy poniendo hielo en él. Estoy teniendo dificultad para escribir con mi mano izquierda.,Thank you for asking. I’m currently putting ice on it. I’m having difficulty writing with my left hand.
9224," While I am busy doing housework, my daughters are refusing to help and instead, relaxing on the couch.","Mientras estoy ocupado haciendo las tareas domésticas, mis hijas se niegan a ayudar y en su lugar, relajarse en el sofá.","While I'm busy doing housework, my daughters refuse to help and instead, relax on the couch."
9225," When individuals I am familiar with park near my vehicle, I enjoy leaving them written messages.","Cuando los individuos que estoy familiarizado con el parque cerca de mi vehículo, me gusta dejarles mensajes escritos.","When individuals I'm familiar with the park near my vehicle, I like to leave them written messages."
9226," @PeaceLoveJonas_ Hey, are you currently at Broadway? What about you? Lots of love.",@PeaceLoveJonas_ ¿Estás en Broadway? ¿Qué hay de ti? Mucho amor.,@PeaceLoveJonas_ Are you on Broadway? What about you? Lots of love.
9227, MandyyJirouxx enjoyed a delicious sushi lunch.,MandyyJirouxx disfrutó de un delicioso almuerzo de sushi.,MandyyJirouxx enjoyed a delicious sushi lunch.
9228," @JackPierce, normally I avoid sun exposure but I got burnt while playing around.","@JackPierce, normalmente evito la exposición al sol pero me quemé mientras jugaba.","@JackPierce, I usually avoid exposure to the sun but burned myself while playing."
9229," @BellaCullenRPG, it's unfortunate. I'm attempting to modify the site's appearance but it's not going smoothly.","@BellaCullenRPG, es desafortunado. Estoy intentando modificar la apariencia del sitio, pero no va bien.","@BellaCullenRPG, it's unfortunate. I'm trying to change the look of the site, but it's not going well."
9230," Donnie Wahlberg is eagerly anticipating OzTime's FULL SERVICE, as they know that the company always performs exceptionally well. Additionally, it is Donnie's birthday month, making it even more exciting. Love from Donna!","Donnie Wahlberg está ansiosamente anticipando el servicio completo de OzTime, ya que saben que la compañía siempre funciona excepcionalmente bien. Además, es el mes de cumpleaños de Donnie, lo que lo hace aún más emocionante.","Donnie Wahlberg is eagerly anticipating the full service of OzTime, as they know that the company always works exceptionally well. Besides, it is Donnie’s birthday month, which makes it even more exciting."
9231," @zigginet, what are your leisure activities?","@zigginet, ¿cuáles son tus actividades de ocio?","@zigginet, what are your leisure activities?"
9232," @busymommaval, expressing gratitude for those valuable relationships!","@busimommaval, ¡expresando gratitud por esas valiosas relaciones!","@busimammaval, expressing gratitude for those valuable relationships!"
9233, @whoaaitskristi is very excited about something she's been waiting for since seeing the fifth one at midnight.,@whoaitskristi está muy emocionada por algo que ha estado esperando desde que vio el quinto a medianoche.,@whoaitskristi is very excited about something she's been waiting for since she saw the fifth at midnight.
9234," @andwhenyousing, unless Adam's height of 6 feet 3 inches surpasses Jesse's, but not his actual height of 6 feet 3 inches. LOL.","@y whenyousing, a menos que la altura de Adán de 6 pies 3 pulgadas supere la de Jesse, pero no su altura real de 6 pies 3 pulgadas. LOL.","@y whenyouusing, unless Adam's height of 6 feet 3 inches exceeds Jesse's, but not his actual height of 6 feet 3 inches. LOL."
9235, I just remembered I have to work tomorrow and I also have a doctor's appointment on Tuesday. I already told my boss that I need time off for it.,Acabo de recordar que tengo que trabajar mañana y también tengo una cita con el médico el martes. Ya le dije a mi jefe que necesito tiempo libre para ello.,I just remembered that I have to work tomorrow and I also have a doctor's appointment on Tuesday. I already told my boss I need time off for it.
9236," I'm exhausted but had a great time tonight. Congratulations once again to @mileycyrus on her victory tonight, guys!","Estoy exhausta, pero lo pasé muy bien esta noche. ¡Felicidades una vez más a @mileycyrus por su victoria esta noche, chicos!","I'm exhausted, but I had a great time tonight. Congratulations once again to @mileycyrus for his victory tonight, guys!"
9237," ""I'll have something awesome soon. Heh.""",Pronto tendré algo increíble.,I'll have something amazing soon.
9238," Hi everyone, I am glad to be back from the grave! My username is made182 and I believe in enjoying life.","Hola a todos, me alegra estar de vuelta de la tumba! Mi nombre de usuario es made182 y creo en disfrutar de la vida.","Hello everyone, I am glad to be back from the grave! My username is made182 and I believe in enjoying life."
9239," @bttrthnrainbows, can I crash at your place on Saturday night if you're not busy? You haven't forgotten that you owe me a 3 am McDonald's visit, have you?","@bttrthnrainbows, ¿puedo quedarme en tu casa el sábado por la noche si no estás ocupado?","@bttrthnrainbows, can I stay at your house on Saturday night if you're not busy?"
9240," ""Thanks to @amethystgurl07 for informing me about Niley. I'm not doing the best, but that's just how life goes. How about you?""","""Gracias a @amethystgurl07 por informarme sobre Niley. No estoy haciendo lo mejor, pero así es como va la vida. ¿Qué hay de ti?""","""Thanks to @amethystgurl07 for informing me about Niley. I’m not doing my best, but that’s how life goes. What about you?"""
9241, I don't have it but I might watch it someday on the internet.,"No lo tengo, pero podría verlo algún día en internet.","I don't have it, but I could see it on the internet someday."
9242," Greetings @Cheesystarr, I'm doing well despite having encountered some unfriendly individuals. How about yourself? Thank you, I appreciate it. Hugs and kisses.","Saludos @Cheesystarr, me va bien a pesar de haber encontrado a algunos individuos hostiles. ¿Qué hay de ti? Gracias, te lo agradezco. Abrazos y besos.","Greetings @Cheesystarr, I am doing well despite having found some hostile individuals. What about you? Thank you, thank you. Hugs and kisses."
9243, Preparing for the MTV Awards and feeling extremely nervous. Ahh!,Prepararse para los MTV Awards y sentirse extremadamente nervioso.,Prepare for the MTV Awards and feel extremely nervous.
9244, @gfalcone601 and @tommcfly are adorable. Love you both. <3,@gfalcone601 y @tommcfly son adorables. Los amo a los dos. <3,@gfalcone601 and @tommcfly are adorable. I love you both. <3
9245, Comedy Central is airing consecutive episodes of Sex and the City.,Comedy Central está transmitiendo episodios consecutivos de Sex and the City.,Comedy Central is broadcasting consecutive episodes of Sex and the City.
9246," @dmb_ is feeling teased and exhausted, similar to being in grade school, but doesn't need Nyquil to fall asleep.","@dmb_ se siente molesto y agotado, similar a estar en la escuela primaria, pero no necesita Nyquil para quedarse dormido.","@dmb_ feels upset and exhausted, similar to being in elementary school, but does not need Nyquil to fall asleep."
9247," @batgirl86 agrees but mentions that it's not possible due to the vacation already planned for June, but hopes to make it happen in the future.","@batgirl86 está de acuerdo, pero menciona que no es posible debido a las vacaciones ya previstas para junio, pero espera hacerlo realidad en el futuro.","@batgirl86 agrees, but mentions that it is not possible due to the holiday already planned for June, but hopes to make it a reality in the future."
9248, The show ended 4 hours early due to the rain causing issues.,El show terminó 4 horas antes debido a que la lluvia causó problemas.,The show ended 4 hours earlier because the rain caused trouble.
9249, The evening was enjoyable with delicious food and wine.,La noche fue agradable con deliciosa comida y vino.,The night was pleasant with delicious food and wine.
9250," @LipstickNYC, I'm sorry to hear about your day. I hope things improve for you.","@LipstickNYC, siento oír lo de tu día. Espero que las cosas mejoren para ti.","@LipstickNYC, I'm sorry to hear about your day. I hope things get better for you."
9251," @rmilana is asking what's happening in #coffeclub because they haven't had coffee for two days now, according to @dharshana.","@rmilana pregunta qué está pasando en #coffeclub porque no han tomado café desde hace dos días, según @dharshana.","@rmilana asks what's going on at #coffeclub because they haven't had coffee in two days, according to @dharshana."
9252," It's time for lunch! Today I don't feel well, usually I'm not doing too great.","Hoy no me siento bien, por lo general no lo estoy haciendo muy bien.","I don't feel well today, usually I'm not doing very well."
9253," I really like my E71, but I wish it had some attractive themes like the ones on nancydrewthemes.com.","Me gusta mucho mi E71, pero me gustaría que tuviera algunos temas atractivos como los de nancydrewthemes.com.","I really like my E71, but I'd like you to have some hot songs like those from nancydrewthemes.com."
9254," @chrishayuk, I'm just kidding. I have affection for you, and as a sign of that, I'll allow you to purchase me a beverage at NxtGenUG Fest during June.","@chrishayuk, estoy bromeando. Tengo afecto por ti, y como señal de eso, te permitiré comprarme una bebida en el NxtGenUG Fest durante junio.","@chrishayuk, I am joking. I have affection for you, and as a sign of that, I will allow you to buy me a drink at the NxtGenUG Fest during June."
9255," @vinodunny, my ink cartridges in the 21st century have more CPU power than my PC and are completely opaque.","@vinodunny, mis cartuchos de tinta en el siglo XXI tienen más potencia de CPU que mi PC y son completamente opacos.","@vinodunny, my ink cartridges in the 21st century have more CPU power than my PC and are completely opaque."
9256," @janie_crawford, I have been developing my personal brand for some time. Thank you very much for recognizing and appreciating my efforts.","@janie_crawford, he estado desarrollando mi marca personal durante algún tiempo. Muchas gracias por reconocer y apreciar mis esfuerzos.","@janie_crawford, I have been developing my personal brand for some time. Thank you so much for recognizing and appreciating my efforts."
9257," @aniqa_x, I mistakenly thought that I saw some new pictures and got excited, but it turns out I was wrong. Ha ha ha.","@aniqa_x, pensé erróneamente que vi algunas fotos nuevas y me emocioné, pero resulta que estaba equivocado.","@aniqa_x, I mistakenly thought I saw some new photos and got excited, but it turns out I was wrong."
9258, Allergy woes: Dairy-free chocolate containing soy is a fail.,Problemas de alergia: El chocolate sin leche que contiene soja es un fracaso.,Allergy Problems: Milkless chocolate that contains soy is a failure.
9259," ""What an awesome weekend! Although I've been away from my Twitter friends, haha. My little one has turned one and I've been consuming a lot of sugar.""","""¡Qué fin de semana increíble! Aunque he estado lejos de mis amigos de Twitter, jaja. Mi pequeño se ha convertido en uno y he estado consumiendo mucho azúcar.""","""What an amazing weekend! Although I've been away from my friends on Twitter, haha. My little one has become one and I've been consuming a lot of sugar."""
9260," @jenniejennie, I had an inkling that he might be losing since Monday, but I looked forward to being proven incorrect. In my opinion, he should have had a longer term.","@jenniejennie, tenía una idea de que podría estar perdiendo desde el lunes, pero esperaba que se probara que era incorrecto. En mi opinión, debería haber tenido un largo plazo.","@jenniejennie, I had an idea that I might be losing since Monday, but I was hoping to prove it wrong. In my opinion, I should have had a long term."
9261," @MemorableJ, thank you for refreshing my memories of what I miss about residing in Florida. Amazing pictures!","@MemorableJ, gracias por refrescar mis recuerdos de lo que echo de menos sobre residir en Florida. ¡Imágenes increíbles!","@MemorableJ, thank you for refreshing my memories of what I miss about living in Florida. Amazing pictures!"
9262, Going on a trip with Discovery Travel and Living is also really awesome!,Ir en un viaje con Discovery Travel and Living también es realmente impresionante!,Going on a trip with Discovery Travel and Living is also really awesome!
9263," @iamjonathancook thinks that the choice made was good and is tempted to have one now, but doesn't have the energy to walk down the stairs.","@iamjonathancook piensa que la elección hecha fue buena y está tentado a tener una ahora, pero no tiene la energía para caminar por las escaleras.","@iamjonathancook thinks the choice made was good and is tempted to have one now, but does not have the energy to walk down the stairs."
9264, @justinhartman seems to be indefinitely stuck in a hotel room.,@justinhartman parece estar atrapado indefinidamente en una habitación de hotel.,@justinhartman seems to be trapped indefinitely in a hotel room.
9265, Tomorrow I require transportation to the bus station. Does anyone want to help? I'm willing to pay for the ride.,Mañana necesito transporte a la estación de autobuses. ¿Alguien quiere ayudar? Estoy dispuesto a pagar el viaje.,Tomorrow I need transport to the bus station. Anyone want to help? I'm willing to pay for the trip.
9266," I have incorporated threaded comments and comment pagination without using intensedebate platform. Now, I am curious to see how my regular visitors will react to it.","He incorporado comentarios roscados y la paginación de comentarios sin utilizar la plataforma de intensodebate. Ahora, tengo curiosidad por ver cómo mis visitantes habituales reaccionarán a ella.","I’ve incorporated threaded comments and pagination of comments without using the intensedebate platform. Now, I’m curious to see how my regular visitors will react to it."
9267," Stitch used to have a tough time, but now he has a happy and loving home.","Stitch solía tener un momento difícil, pero ahora tiene un hogar feliz y amoroso.","Stitch used to have a difficult time, but now he has a happy and loving home."
9268," ""Check out 'Heart' on myspace.com/chrisbabiii, I wrote it."" - @HeatXCL","""Mira 'Corazón' en myspace.com/chrisbabiii, yo lo escribí."" - @HeatXCL","""Look 'Heart' on myspace.com/chrisbabiii, I wrote it."" - @HeatXLL"
9269, @voltaires_vice I loved watching this Lewis series and I'm happy to hear that Puck is happy with herself.,@voltaires_vice Me encantaba ver esta serie de Lewis y me alegra saber que Puck está feliz consigo misma.,@voltaires_vice I loved watching this Lewis series and I'm glad to know that Puck is happy with herself.
9270, @LtGenPanda That's a really captivating and sorrowful narrative. Rest in peace.,@LtGenPanda Esa es una narrativa realmente cautivadora y dolorosa. Descansa en paz.,@LtGenPanda That's a really captivating and painful narrative. Rest in peace.
9271," @ladypn: ""Time to leave the party as it's already a new day!""","@ladypn: ""¡Es hora de salir de la fiesta ya que es un nuevo día!""","@ladypn: ""It's time to get out of the party as it's a new day!"""
9272," @Marth27, we hope you'll come back to Salem soon as you're greatly missed. ""Isabella & Shaun"" isn't the same without you both!","@Marth27, esperamos que vuelvas a Salem en cuanto te extrañen mucho. ""Isabella & Shaun"" no es lo mismo sin los dos!","@Marth27, we expect you to return to Salem as soon as they miss you very much. ""Isabella & Shaun"" is not the same without the two!"
9273, It's time to try and sleep as the birds are chirping. Goodbye for now!,Es hora de intentar dormir mientras los pájaros cantan. ¡Adiós por ahora!,It's time to try to sleep while the birds sing. Bye for now!
9274, @princessjenn I suppose so. I'm extremely stressed out! The infants haven't been sleeping. How about you all?,@princessjenn supongo que sí. Estoy muy estresado! Los bebés no han estado durmiendo. ¿Qué hay de todos ustedes?,@princessjenn I guess so. I’m very stressed! Babies have not been sleeping. What about all of you?
9275," @TraceySmith confirms lack of sleep for three consecutive nights, feeling exhausted for unintended reasons. Expresses appreciation for Co-Op piece and hairstyle.","@TraceySmith confirma la falta de sueño durante tres noches consecutivas, sintiéndose exhausto por razones no deseadas. Expresa su agradecimiento por la pieza Co-Op y el peinado.","@TraceySmith confirms the lack of sleep for three consecutive nights, feeling exhausted for unwanted reasons. Express thanks for the Co-Op piece and hairstyle."
9276, I watched The Notebook last night and it made me cry. It's really good and I would recommend it.,Anoche vi El Cuaderno de Notas y me hizo llorar. Es muy bueno y lo recomendaría.,Last night I saw the Notebook and it made me cry. It’s very good and I would recommend it.
9277," Hey Patrick, are you having another sleepless night?","Patrick, ¿vas a tener otra noche sin dormir?","Patrick, are you having another night without sleep?"
9278," @NateEnzo, please bring me something if you are in D.C. Also, have you finished all the business-related tasks? Remember to send the info via fax today.","@NateEnzo, por favor tráeme algo si estás en D.C. Además, ¿has terminado todas las tareas relacionadas con el negocio? Recuerda enviar la información por fax hoy.","@NateEnzo, please bring me something if you're in D.C. Also, have you finished all business-related tasks? Remember to fax the information today."
9279, @caberaboy56: This is great! It's far superior to seeing countless unhappy people waiting eagerly for the buffet! So much better!!!!,@caberaboy56: ¡Esto es genial! ¡Es muy superior a ver innumerables personas infelices esperando ansiosamente el buffet! ¡¡Mucho mejor!!!!,@caberaboy56: This is great! It is far superior to seeing countless unhappy people eagerly waiting for the buffet! Much better!!!!
9280, @Ginger_Swan finds it amusing while feeling sorry for Emmett. The speaker interprets Rosalie as a deadly white rabbit.,@Ginger_Swan lo encuentra divertido mientras siente pena por Emmett. El orador interpreta a Rosalie como un conejo blanco mortal.,@Ginger_Swan finds it amusing while feeling sorry for Emmett. The speaker interprets Rosalie as a deadly white rabbit.
9281, I believe I have determined my plan for the photography project.,Creo que he determinado mi plan para el proyecto de fotografía.,I think I've determined my plan for the photography project.
9282," I had a successful trip to Buffalo Exchange where I got a cheetah high waisted skirt, bifocals, feather headband, scarf, and fishie wallet.","Tuve un viaje exitoso a Buffalo Exchange donde conseguí una falda de cintura alta de guepardo, bifocales, diadema de plumas, bufanda y cartera de pescado.","I had a successful trip to Buffalo Exchange where I got a high waisted skirt of cheetah, bifocals, feather headband, scarf and fish purse."
9283," @AnotherDime, it appears that we are not present for any exciting events during the night-time.","@AnotherDime, parece que no estamos presentes para ningún evento emocionante durante la noche.","@AnotherTell me, it seems that we are not present for any exciting event during the night."
9284," I apologize, I was too occupied with dancing. It's funny!","Lo siento, estaba demasiado ocupado con el baile. ¡Es gracioso!","I'm sorry, I was too busy with the dance. It's funny!"
9285, I need to know how much RAM is required for Sims 3 to run smoothly because my game keeps freezing.,Necesito saber cuánta RAM se necesita para que Sims 3 funcione sin problemas porque mi juego sigue congelando.,I need to know how much RAM it takes for Sims 3 to run smoothly because my game keeps freezing.
9286," @mike_gamble,  thank you for sharing such an awesome article (with pie and beer).","@mike_gamble, gracias por compartir un artículo tan impresionante (con pastel y cerveza).","@mike_gamble, thank you for sharing such an impressive article (with cake and beer)."
9287," Yay, I have received the iPhone OS 3.0 GM seed from an undisclosed person!","Yay, he recibido la semilla de iPhone OS 3.0 GM de una persona no revelada!","Yay, I have received the seed of iPhone OS 3.0 GM from an undisclosed person!"
9288," @HypeDaGreat, please wait for me as I didn't see what you were referring to.","@HypeDaGreat, por favor espérame ya que no vi a lo que te referías.","@HypeDaGreat, please wait for me as I didn't see what you meant."
9289," @Maddieque I also enjoy the rain, and it's currently raining where I am.","@Maddieque También disfruto de la lluvia, y actualmente está lloviendo donde estoy.","@Maddieque I also enjoy the rain, and it is currently raining where I am."
9290," Hello Vikk Syn, I do not engage in activities that are considered frivolous or feminine, that's what women are for.","Hola Vikk Syn, No me entro en actividades que se consideran frívolas o femeninas, para eso son las mujeres.","Hi Vikk Syn, I don't go into activities that are considered frivolous or feminine, that's what women are for."
9291," @shaundiviney, be careful not to drive off a cliff! If you did, the world would suck without you and probably die. By the way, slow motion is awesome.","@shaundiviney, ten cuidado de no salir de un acantilado! Si lo hicieras, el mundo apestaría sin ti y probablemente moriría. Por cierto, la cámara lenta es impresionante.","@shaundiviney, be careful not to get off a cliff! If you did, the world would stink without you and probably die. By the way, slow motion is awesome."
9292," Setting it all up was a painful experience, but I'm used to it. I'll investigate it further. Thank you.","Establecerlo todo fue una experiencia dolorosa, pero estoy acostumbrado a ello. Lo investigaré más a fondo.","Establishing everything was a painful experience, but I'm used to it. I'll look into it further."
9293," Hello! I'm doing well but I've been busy, so I haven't been using Twitter much. How are you?","Lo estoy haciendo bien, pero he estado ocupado, así que no he estado usando mucho Twitter. ¿Cómo estás?","I'm doing fine, but I've been busy, so I haven't been using much Twitter. How are you?"
9294, I have a strong affection for my younger sister and would not like her to be away in Tanzania for a month.,Tengo un fuerte afecto por mi hermana menor y no me gustaría que estuviera en Tanzania por un mes.,I have a strong affection for my younger sister and I wouldn't want her to be in Tanzania for a month.
9295, Ha ha! I'm shivering so much! Eating a banana split in an air-conditioned room during heavy rain was definitely not a wise choice.,¡Estoy temblando tanto! Comer una banana dividida en una habitación con aire acondicionado durante una fuerte lluvia definitivamente no fue una buena elección.,I'm shaking so much! Eating a banana divided into an air-conditioned room during heavy rain was definitely not a good choice.
9296," I'm still trying to recover from last night's #Lost marathon. The last 5 minutes left me feeling angry, sad, and shocked. Juliet, what did you do?","Todavía estoy tratando de recuperarme del maratón #Lost de anoche los últimos 5 minutos me dejaron enojado, triste y conmocionado Juliet, ¿qué hiciste?","I'm still trying to recover from last night's #Lost marathon the last five minutes left me angry, sad and shocked Juliet, what did you do?"
9297, Would you share something that is incredibly awesome with everyone? Definitely! I am also doing the same!,¿Compartirías algo que es increíblemente impresionante con todos? ¡Sin duda! ¡Yo también estoy haciendo lo mismo!,Would you share something that is incredibly impressive with everyone? No doubt! I’m doing the same thing too!
9298," @barkwheats, I appreciate your message! I will get back to you soon with gift suggestions for celebrity dogs!","@barkwheats, aprecio su mensaje! Voy a volver a usted pronto con sugerencias de regalo para perros famosos!","@barkwheats, I appreciate your message! I will come back to you soon with gift suggestions for famous dogs!"
